,Author_name,Article_title,Publish_date,description,Article_links
42,"<div id=""gsc_prf_in"">Dickson Yumba</div>","Outlines a general overview of the information situation in Sub-Saharan Africa and argues that to survive and develop, Africa, must as a matter of necessity participate in all activities relating to the information age. Given the deficiency and ineffectiveness of existing information systems and services on the continent it becomes imperative to develop information policies at national level that could co-ordinate existing resources and systems and support development of an appropriate strong information infra-structure.",2002,"Outlines a general overview of the information situation in Sub-Saharan Africa and argues that to survive and develop, Africa, must as a matter of necessity participate in all activities relating to the information age. Given the deficiency and ineffectiveness of existing information systems and services on the continent it becomes imperative to develop information policies at national level that could co-ordinate existing resources and systems and support development of an appropriate strong information infra-structure. ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KvryQVcAAAAJ&citation_for_view=KvryQVcAAAAJ:u5HHmVD_uO8C
43,"<div id=""gsc_prf_in"">Dickson Yumba</div>","The use of ICTs has brought about a paradigm shift in academic and commercial publishing industry. In last twenty years or so we have increasingly witnessed a shift from hard copy to electronic/digital publishing. Among many new methods is the concept of Institutional Repository (IR). This paper seeks to highlight the meaning of, and strategic benefits that can accrue with the establishment of IR for University of Swaziland and other institutions that are considering setting up IR. The paper stresses the importance of IR towards developing African scholarship and takes an interdisciplinary approach, the main component of which is library and information services. It is found that IR increases the visibility of African scholarship on the global scale which to is kept to a very minimum due to publishing inabilities and other related problems and also brings to light the intellectual output of a university which can be used as a …",2012,"The use of ICTs has brought about a paradigm shift in academic and commercial publishing industry. In last twenty years or so we have increasingly witnessed a shift from hard copy to electronic/digital publishing. Among many new methods is the concept of Institutional Repository (IR). This paper seeks to highlight the meaning of, and strategic benefits that can accrue with the establishment of IR for University of Swaziland and other institutions that are considering setting up IR. The paper stresses the importance of IR towards developing African scholarship and takes an interdisciplinary approach, the main component of which is library and information services. It is found that IR increases the visibility of African scholarship on the global scale which to is kept to a very minimum due to publishing inabilities and other related problems and also brings to light the intellectual output of a university which can be used as a … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KvryQVcAAAAJ&citation_for_view=KvryQVcAAAAJ:zYLM7Y9cAGgC
44,"<div id=""gsc_prf_in"">Dickson Yumba</div>","This is a discussion of the implementation of the University of Swaziland (UNISWA)                 strategic plan 2000/1—2005/6. The goal of the article is to assess the                 impact of the information technology, policies and procedures, collaboration,                 funding, management, human resources development, preservation, marketing and                 information service delivery strategies on the modernization of its library and                 information services (LIS). It is argued that UNISWA has effected considerable staff                 re-skilling and made some progress towards widening access to quality subscription                 based electronic resources and optimizing the utilization of open access materials.                 Implementation was negatively influenced by low funding, limited local content on                 the web, inadequate information and communication technology infrastructure, scarce                 professional skills, and …",2007,"This is a discussion of the implementation of the University of Swaziland (UNISWA)                 strategic plan 2000/1—2005/6. The goal of the article is to assess the                 impact of the information technology, policies and procedures, collaboration,                 funding, management, human resources development, preservation, marketing and                 information service delivery strategies on the modernization of its library and                 information services (LIS). It is argued that UNISWA has effected considerable staff                 re-skilling and made some progress towards widening access to quality subscription                 based electronic resources and optimizing the utilization of open access materials.                 Implementation was negatively influenced by low funding, limited local content on                 the web, inadequate information and communication technology infrastructure, scarce                 professional skills, and … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KvryQVcAAAAJ&citation_for_view=KvryQVcAAAAJ:d1gkVwhDpl0C
45,"<div id=""gsc_prf_in"">Dickson Yumba</div>","Information is a very important asset that must be managed in order to enhance its creation, sharing and application for the sustenance of society. This view arises from the globally accepted fact that information is an essential ingredient in the socio-economic development process of any society. There is no sector or economic activity that can function effectively without information. The advent and application of Information and Communication Technology (ICT) has revolutionized information-handling activities to an appreciable sophisticated level. In the wake of ICTs development, Africa finds herself on the other side of what has come to be termed the Digital Divide. She lags behind the industrial societies in acquisition and application of ICTs and subsequently the benefits thereof for various reasons. The paper asserts that a conducive environment to promote and sustain the growth and development of ICTs must be created if Africa is to benefit fully from ICTs. The paper suggests steps that can be taken to nurture ICTs: creating a permanent official coordinating agency that would be responsible for all aspects that relate to ICTs and formulate a national policy as a means of strengthening national ICTs capabilities.",2004,"Information is a very important asset that must be managed in order to enhance its creation, sharing and application for the sustenance of society. This view arises from the globally accepted fact that information is an essential ingredient in the socio-economic development process of any society. There is no sector or economic activity that can function effectively without information. The advent and application of Information and Communication Technology (ICT) has revolutionized information-handling activities to an appreciable sophisticated level. In the wake of ICTs development, Africa finds herself on the other side of what has come to be termed the Digital Divide. She lags behind the industrial societies in acquisition and application of ICTs and subsequently the benefits thereof for various reasons. The paper asserts that a conducive environment to promote and sustain the growth and development of ICTs must be created if Africa is to benefit fully from ICTs. The paper suggests steps that can be taken to nurture ICTs: creating a permanent official coordinating agency that would be responsible for all aspects that relate to ICTs and formulate a national policy as a means of strengthening national ICTs capabilities. ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KvryQVcAAAAJ&citation_for_view=KvryQVcAAAAJ:u-x6o8ySG0sC
46,"<div id=""gsc_prf_in"">Dickson Yumba</div>","It is an undisputable fact that there is an information divide between industrial societies and Africa, in terms of information generation, management and dissemination. The status quo has existed for a long period of time. In our age, the divide threatens to widen even further in the wake ofthe rapid transition ofthe world economy from industrial age to what is now referred to as the information age. Human activities are increasingly being driven by the need for information. This need is being satisfied by the expansion ofnew ways ofhandling information facilitated by technology. There is an unprecedented revolution in the way information is handled. It has become easier and increasingly cheaper to generate, store, transmit and access information and data remotely, by application of a wide range of Information and Communication Technologies (ICTs), Africa, however, finds herself on the other side of the Digital Divide …",,"It is an undisputable fact that there is an information divide between industrial societies and Africa, in terms of information generation, management and dissemination. The status quo has existed for a long period of time. In our age, the divide threatens to widen even further in the wake ofthe rapid transition ofthe world economy from industrial age to what is now referred to as the information age. Human activities are increasingly being driven by the need for information. This need is being satisfied by the expansion ofnew ways ofhandling information facilitated by technology. There is an unprecedented revolution in the way information is handled. It has become easier and increasingly cheaper to generate, store, transmit and access information and data remotely, by application of a wide range of Information and Communication Technologies (ICTs), Africa, however, finds herself on the other side of the Digital Divide … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KvryQVcAAAAJ&citation_for_view=KvryQVcAAAAJ:IjCSPb-OGe4C
47,"<div id=""gsc_prf_in"">Brenda Nambala</div>","knowledge and perception of women towards danger signs in pregnancy in Choma rural District, Zambia",2014,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Vp8xQ2wAAAAJ&citation_for_view=Vp8xQ2wAAAAJ:9yKSN-GCB0IC
48,"<div id=""gsc_prf_in"">Brenda Nambala</div>",use of herbal medicines to induce labour by pregnant women: a systemtic review of literature,2017,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Vp8xQ2wAAAAJ&citation_for_view=Vp8xQ2wAAAAJ:qjMakFHDy7sC
49,"<div id=""gsc_prf_in"">Brenda Nambala</div>","Results: Almost two thirds 64 (65.4%) of the participants’ academic performance was at credit level, 32 (32.7%) were at pass while only 2 (2%) were meritorious students. Participants had wide-ranging learning styles from unimodal, to bimodal and tri modal styles, although the majority were unimodal learners 81 (82.6%). Among the unimodal learners, majority 35 (35.5%) were kinaesthetic. On the other hand, 37 (37.8%) had logical mathematical intelligence, followed by bodily-Kinaesthetic 27 (27.6%). Both learning styles and intelligence types showed negative correlation and no significant association with academic performance …",2017,"Background: Learning styles are inherent personal attributes that determine the preferred teaching and learning method (s) for individual while an intelligence type is an individual’s levels of aptitude in various content areas as there is no one individual who is universally intelligent. An understanding of the two concepts is essential for designing suitable teaching approaches. Methods: This was a descriptive correlation study which explored the relationship between two variables; learning styles and intelligence types and academic performance of nursing students enrolled in the conventional nursing program at the University of Zambia. Data on learning styles was collected using the Visual, Auditory, Reading/Writing and Kinesthetic (VARK) questionnaire version 7.8 as proposed by Neil Fleming while Gardner’s questionnaire for assessing multiple intelligences was used to collect data on the students’ intelligence types. Results for the end of 2015/2016 academic year were used to determine academic performance. Results: Almost two thirds 64 (65.4%) of the participants’ academic performance was at credit level, 32 (32.7%) were at pass while only 2 (2%) were meritorious students. Participants had wide-ranging learning styles from unimodal, to bimodal and tri modal styles, although the majority were unimodal learners 81 (82.6%). Among the unimodal learners, majority 35 (35.5%) were kinaesthetic. On the other hand, 37 (37.8%) had logical mathematical intelligence, followed by bodily-Kinaesthetic 27 (27.6%). Both learning styles and intelligence types showed negative correlation and no significant association with academic performance … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Vp8xQ2wAAAAJ&citation_for_view=Vp8xQ2wAAAAJ:u-x6o8ySG0sC
50,"<div id=""gsc_prf_in"">Brenda Nambala</div>","clinical supervision of midwifery students at University Teachinh Hospital School of Nursing, Zambia",2018,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Vp8xQ2wAAAAJ&citation_for_view=Vp8xQ2wAAAAJ:d1gkVwhDpl0C
51,"<div id=""gsc_prf_in"">Brenda Nambala</div>",Abortion Policy in Zambia: Implementation Challenges,2017,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Vp8xQ2wAAAAJ&citation_for_view=Vp8xQ2wAAAAJ:2osOgNQ5qMEC
52,"<div id=""gsc_prf_in"">Faustin Banda</div>",Automatic generation of facial DEMs,1992,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=hA9CyyoAAAAJ&citation_for_view=hA9CyyoAAAAJ:u5HHmVD_uO8C
53,"<div id=""gsc_prf_in"">Faustin Banda</div>",Cornea shape measurement,1990,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=hA9CyyoAAAAJ&citation_for_view=hA9CyyoAAAAJ:u-x6o8ySG0sC
54,"<div id=""gsc_prf_in"">Faustin Banda</div>","Around the world health professionals and authorities, in many cases, do not have the ability to visualize health related spatial information to make timely decisions. The high cost of deploying a desktop Geographical Information System (GIS) for Public Health management coupled with the need for specialised training in order to use geospatial tools have contributed to the low uptake of GIS as a decision support tool in public health management. Lack of a real time data collection and visualization tool for health facilities has in many cases led to late responses in situations where time critical decision had to be made. This research reviewed recent literature on GIS in health care with particular emphasis on web GIS technologies and how they can aid in analysing health care needs, access, and utilization to support in the planning and evaluation of new service locations as well as use of GIS in disease surveillance. This research is aimed at producing a web based GIS that can be used to collect data from health facilities and in turn provide this data to public health administrators to support decision making, it also focuses on creating a portal for public interaction with health facilities spatial information.",2017,"Around the world health professionals and authorities, in many cases, do not have the ability to visualize health related spatial information to make timely decisions. The high cost of deploying a desktop Geographical Information System (GIS) for Public Health management coupled with the need for specialised training in order to use geospatial tools have contributed to the low uptake of GIS as a decision support tool in public health management. Lack of a real time data collection and visualization tool for health facilities has in many cases led to late responses in situations where time critical decision had to be made. This research reviewed recent literature on GIS in health care with particular emphasis on web GIS technologies and how they can aid in analysing health care needs, access, and utilization to support in the planning and evaluation of new service locations as well as use of GIS in disease surveillance. This research is aimed at producing a web based GIS that can be used to collect data from health facilities and in turn provide this data to public health administrators to support decision making, it also focuses on creating a portal for public interaction with health facilities spatial information. ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=hA9CyyoAAAAJ&citation_for_view=hA9CyyoAAAAJ:2osOgNQ5qMEC
55,"<div id=""gsc_prf_in"">Faustin Banda</div>",WebGIS for Water Utility Management at the Copperbelt University,2017,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=hA9CyyoAAAAJ&citation_for_view=hA9CyyoAAAAJ:9yKSN-GCB0IC
56,"<div id=""gsc_prf_in"">Faustin Banda</div>","There are a handful of methods currently employed to produce three dimensional computer models of the human face. Among these, stereophotogrammetry and laser profiling have been used extensively. Unlike other methods in use the method presented utilizes multiple stereo models of four charge-coupled device (CCD) captured images and for comparative purposes four Rollei 6006 images to cover the whole face. Using a least squares grey level stercomatcher and seedpoints automatically generated, a dense disparity map is produced by a matching process which grows out from the seed points. From camera parameters which are determined by the bundle adjustment method the disparity map is transformed to an absolute co-ordinate system of the control points within the object space. The resulting data set is used to provide surgeons with pre and post surgical management information including profiles of …",,"There are a handful of methods currently employed to produce three dimensional computer models of the human face. Among these, stereophotogrammetry and laser profiling have been used extensively. Unlike other methods in use the method presented utilizes multiple stereo models of four charge-coupled device (CCD) captured images and for comparative purposes four Rollei 6006 images to cover the whole face. Using a least squares grey level stercomatcher and seedpoints automatically generated, a dense disparity map is produced by a matching process which grows out from the seed points. From camera parameters which are determined by the bundle adjustment method the disparity map is transformed to an absolute co-ordinate system of the control points within the object space. The resulting data set is used to provide surgeons with pre and post surgical management information including profiles of … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=hA9CyyoAAAAJ&citation_for_view=hA9CyyoAAAAJ:d1gkVwhDpl0C
57,"<div id=""gsc_prf_in"">Haggai Kanenga</div>",One Belt One Road Strategy in China and Economic Development in the Concerning Countries,2016,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=mU74BNoAAAAJ&citation_for_view=mU74BNoAAAAJ:u5HHmVD_uO8C
58,"<div id=""gsc_prf_in"">Haggai Kanenga</div>",Understanding Sino-Zambia Trade Relations: Determinants and Policy Implications,2017,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=mU74BNoAAAAJ&citation_for_view=mU74BNoAAAAJ:d1gkVwhDpl0C
59,"<div id=""gsc_prf_in"">Haggai Kanenga</div>","In the recent past, Sub-Saharan Africa recorded impressive economic growth. Many of these countries, including Zambia, benefited from external environments, such as China’s growing demand of African raw commodities coinciding with rising commodity prices. This saw unprecedented increase in both trade and investment between China and Africa. In this context, Sino-Zambia bilateral relations have deepened, especially after 2000. It is from this context of increasing Sino-Zambia/Africa trade relations and the controversy surrounding China’s engagements in Africa that this paper tried to understand Sino-Zambia Trade Relations by examining the trends and determinants of Zambia’s trade with China and the Policy implications thereof. To achieve this, the traditional augmented Gravity Model of International Trade and selected Trade Indicators such as Trade Intensity Index, Terms of Trade and Trade Potentials were used for the analysis covering 15 countries over a period of 15 years (2000-2014) on panel data. The results indicate that Sino-Zambia bilateral trade is significantly determined by Zambia’s GDP, population and the stock of investment as well as China’s GDP per capita and the stock of investment. The results also indicated that, when China is regressed together with the other partners, using the fixed effects estimation method, only partner GDP and population determine Zambia’s bilateral trade. FDI stock, RTA and PTA also showed significant and positive coefficients in influencing Zambia’s trade while border and language were found to have a negative influence on Zambia’s trade, signifying trade barriers. Further, the analysis …",2016,"In the recent past, Sub-Saharan Africa recorded impressive economic growth. Many of these countries, including Zambia, benefited from external environments, such as China’s growing demand of African raw commodities coinciding with rising commodity prices. This saw unprecedented increase in both trade and investment between China and Africa. In this context, Sino-Zambia bilateral relations have deepened, especially after 2000. It is from this context of increasing Sino-Zambia/Africa trade relations and the controversy surrounding China’s engagements in Africa that this paper tried to understand Sino-Zambia Trade Relations by examining the trends and determinants of Zambia’s trade with China and the Policy implications thereof. To achieve this, the traditional augmented Gravity Model of International Trade and selected Trade Indicators such as Trade Intensity Index, Terms of Trade and Trade Potentials were used for the analysis covering 15 countries over a period of 15 years (2000-2014) on panel data. The results indicate that Sino-Zambia bilateral trade is significantly determined by Zambia’s GDP, population and the stock of investment as well as China’s GDP per capita and the stock of investment. The results also indicated that, when China is regressed together with the other partners, using the fixed effects estimation method, only partner GDP and population determine Zambia’s bilateral trade. FDI stock, RTA and PTA also showed significant and positive coefficients in influencing Zambia’s trade while border and language were found to have a negative influence on Zambia’s trade, signifying trade barriers. Further, the analysis … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=mU74BNoAAAAJ&citation_for_view=mU74BNoAAAAJ:9yKSN-GCB0IC
60,"<div id=""gsc_prf_in"">mumbula mulowa</div>",These molecular typing data indicated that the MRSA strains collected in Lusaka were diverse. Although the source of these …,2017,"Methods In this study, thirty two clinical isolates of Staphylococcus aureus, collected at a large referral hospital in Lusaka, Zambia between June 2009 and December 2012 were analysed by Staphylococcal cassette chromosome mec (SCCmec), Staphylococcus protein A gene typing (spa) and detection of the Panton-Valentine Leukocidin genes (pvl). Results Three SCCmec types were identified namely SCCmec type IV (65.6%), SCCmec type III (21.9%), SCCmec type I (3.1%). Nine point four percent (9.4%) of the isolates were untypable. Five spa types, which included a novel type, were detected and the most prevalent spa type was t064 (40.6%). Other spa types included spa types t2104 (31.3%), t355 (3.1%) and t1257 (21.9%). The pvl genes were detected in 3 out of 32 isolates. Conclusion These molecular typing data indicated that the MRSA strains collected in Lusaka were diverse. Although the source of these … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Y-sNCP4AAAAJ&citation_for_view=Y-sNCP4AAAAJ:d1gkVwhDpl0C
61,"<div id=""gsc_prf_in"">mumbula mulowa</div>","Extended spectrum β-lactamases producing Klebsiella pneumoniae from the neonatal intensive care unit at the university teaching hospital in Lusaka, Zambia",2015,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Y-sNCP4AAAAJ&citation_for_view=Y-sNCP4AAAAJ:u-x6o8ySG0sC
62,"<div id=""gsc_prf_in"">mumbula mulowa</div>","Staphylococcus aureus is implicated in nosocomial infections worldwide and is associated with a variety of infections such as endocarditis, food poisoning, toxic shock syndrome, septicaemia, skin and soft tissue infections, and bone infections. The emergence and spread of multi-drug resistant strains of S. aureus, particularly methicillinresistant strains, is worrisome as they are resistant to many antibiotics. However, there is sparse information on the burden of methicillin-resistant Staphylococcus aureus in Zambia. Knowledge of antimicrobial susceptibility patterns of bacterial pathogens is crucial for optimal treatment of patients. It is also important for monitoring the spread of resistant organisms in hospitals and communities. The objective of this study was to identify and determine the antimicrobial susceptibility patterns of methicillin-resistant Staphylococcus aureus at the University Teaching Hospital in Lusaka, Zambia. A total of 95 stored isolates of suspected methicillin-resistant Staphylococcus aureus from pus and blood specimens collected from June 2009 to December 2012 at the University Teaching Hospital were analysed. Conventional microbiological methods and Clinical Laboratory Standards Institute criteria were used to identify and determine the antimicrobial susceptibility of isolates. Of the 95 S. aureus isolates, 43% were identified as methicillin-resistant Staphylococcus aureus strains. These methicillinresistant Staphylococcus aureus strains were resistant to trimethoprim/sulfamethoxazole (100%), ciprofloxacin (95%), penicillin (95%), erythromycin (79%), tetracycline (76%) and gentamicin (67%). Multi-drug resistance to a …",2015,"Staphylococcus aureus is implicated in nosocomial infections worldwide and is associated with a variety of infections such as endocarditis, food poisoning, toxic shock syndrome, septicaemia, skin and soft tissue infections, and bone infections. The emergence and spread of multi-drug resistant strains of S. aureus, particularly methicillinresistant strains, is worrisome as they are resistant to many antibiotics. However, there is sparse information on the burden of methicillin-resistant Staphylococcus aureus in Zambia. Knowledge of antimicrobial susceptibility patterns of bacterial pathogens is crucial for optimal treatment of patients. It is also important for monitoring the spread of resistant organisms in hospitals and communities. The objective of this study was to identify and determine the antimicrobial susceptibility patterns of methicillin-resistant Staphylococcus aureus at the University Teaching Hospital in Lusaka, Zambia. A total of 95 stored isolates of suspected methicillin-resistant Staphylococcus aureus from pus and blood specimens collected from June 2009 to December 2012 at the University Teaching Hospital were analysed. Conventional microbiological methods and Clinical Laboratory Standards Institute criteria were used to identify and determine the antimicrobial susceptibility of isolates. Of the 95 S. aureus isolates, 43% were identified as methicillin-resistant Staphylococcus aureus strains. These methicillinresistant Staphylococcus aureus strains were resistant to trimethoprim/sulfamethoxazole (100%), ciprofloxacin (95%), penicillin (95%), erythromycin (79%), tetracycline (76%) and gentamicin (67%). Multi-drug resistance to a … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Y-sNCP4AAAAJ&citation_for_view=Y-sNCP4AAAAJ:u5HHmVD_uO8C
63,"<div id=""gsc_prf_in"">mumbula mulowa</div>","Typhoidal Salmonellae are invasive and life-threatening human pathogens that cause typhoid and paratyphoid fever in many low income countries globally. People consuming contaminated food, water or working with infected livestock have the potential to become infected with Salmonella and may require antimicrobial therapy. Antimicrobial therapy in salmonellosis has become a global public health problem due in part to the inappropriate use of antimicrobial agents. The objective of this study was to characterize antimicrobial drug resistance in Salmonella serovar Typhi and Salmonella serovar Paratyphi isolates obtained from January 2010 to December 2012 during routine patient care at the University Teaching Hospital in Lusaka, Zambia. Seventy-seven Salmonellae from diagnostic faecal and blood samples of patients were identified by biochemical, serological and PCR testing. The isolates were analysed for drug susceptibility by the minimum inhibition concentration method, PCR drug resistance gene detection and DNA sequencing of integron class I. All the fifty Salmonella Typhi were resistant to sulphamethoxazole, ampicillin, trimethoprim and, cotrimoxazole, while 84% were resistant to chloramphenicol, and 4% to both ciprofloxacin and amoxicillin+ clavulanic acid. Similarly, all the 27 Salmonella Paratyphi B isolates were resistant to ampicillin, cotrimoxazole, chloramphenicol, sulfamethoxazole trimethoprim and streptomycin, while 11.1% were resistant to amoxicillin+ clavulanic acid and 7.4% to both ciprofloxacin and tetracycline. Multidrug resistance was observed in 84% of Salmonella Typhi and 100% of Salmonella Paratyphi B …",2015,"Typhoidal Salmonellae are invasive and life-threatening human pathogens that cause typhoid and paratyphoid fever in many low income countries globally. People consuming contaminated food, water or working with infected livestock have the potential to become infected with Salmonella and may require antimicrobial therapy. Antimicrobial therapy in salmonellosis has become a global public health problem due in part to the inappropriate use of antimicrobial agents. The objective of this study was to characterize antimicrobial drug resistance in Salmonella serovar Typhi and Salmonella serovar Paratyphi isolates obtained from January 2010 to December 2012 during routine patient care at the University Teaching Hospital in Lusaka, Zambia. Seventy-seven Salmonellae from diagnostic faecal and blood samples of patients were identified by biochemical, serological and PCR testing. The isolates were analysed for drug susceptibility by the minimum inhibition concentration method, PCR drug resistance gene detection and DNA sequencing of integron class I. All the fifty Salmonella Typhi were resistant to sulphamethoxazole, ampicillin, trimethoprim and, cotrimoxazole, while 84% were resistant to chloramphenicol, and 4% to both ciprofloxacin and amoxicillin+ clavulanic acid. Similarly, all the 27 Salmonella Paratyphi B isolates were resistant to ampicillin, cotrimoxazole, chloramphenicol, sulfamethoxazole trimethoprim and streptomycin, while 11.1% were resistant to amoxicillin+ clavulanic acid and 7.4% to both ciprofloxacin and tetracycline. Multidrug resistance was observed in 84% of Salmonella Typhi and 100% of Salmonella Paratyphi B … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Y-sNCP4AAAAJ&citation_for_view=Y-sNCP4AAAAJ:qjMakFHDy7sC
64,"<div id=""gsc_prf_in"">mumbula mulowa</div>","Klebsiella pneumoniae is one of the major causes of blood-stream infections in neonatal intensive care units. Treatment has been a challenge due to the development of multidrug resistant strains, which are mainly attributed to the ability of the organism to produce extended spectrum β-lactamases that confer resistance to second and third generation cephalosporins. This laboratory-based cross-sectional study was aimed at determining the extent of extended spectrum β-lactamase production among invasive K. pneumoniae isolates from blood culture specimens at the University Teaching Hospital in Lusaka. The production of the extended spectrum β-lactamases was detected using the combination disc method, and by detecting genes encoding extended spectrum β-lactamases using Polymerase Chain Reaction. The drug resistance profile was determined using the Kirby-Bauer disc diffusion method against tetracycline, chloramphenicol, amikacin, gentamicin, co-trimoxazole, ciprofloxacin, cefotaxime, ceftazidime, cefpodoxime and imipenem. All the 45 isolates were found to be ESBL producers, and out of these 33/45 (73%) were found to have detectable ESBL-encoding genes: BlaSHV (27/45, 60%) and BlaTEM (6/45, 13%). No BlaCTX-Mgene was detected. Antimicrobial susceptibility testing revealed a high frequency of antimicrobial resistance: cefotaxime (100%), ceftazidime (100%), cefpodoxime (100%), co-trimoxazole (100%), tetracycline (100%), gentamycin (97.8%) and chloramphenicol (97.8%), and ciprofloxacin (95.6%). The antimicrobial resistance profile indicated that all the isolates were multidrug resistant, with each being resistant …",,"Klebsiella pneumoniae is one of the major causes of blood-stream infections in neonatal intensive care units. Treatment has been a challenge due to the development of multidrug resistant strains, which are mainly attributed to the ability of the organism to produce extended spectrum β-lactamases that confer resistance to second and third generation cephalosporins. This laboratory-based cross-sectional study was aimed at determining the extent of extended spectrum β-lactamase production among invasive K. pneumoniae isolates from blood culture specimens at the University Teaching Hospital in Lusaka. The production of the extended spectrum β-lactamases was detected using the combination disc method, and by detecting genes encoding extended spectrum β-lactamases using Polymerase Chain Reaction. The drug resistance profile was determined using the Kirby-Bauer disc diffusion method against tetracycline, chloramphenicol, amikacin, gentamicin, co-trimoxazole, ciprofloxacin, cefotaxime, ceftazidime, cefpodoxime and imipenem. All the 45 isolates were found to be ESBL producers, and out of these 33/45 (73%) were found to have detectable ESBL-encoding genes: BlaSHV (27/45, 60%) and BlaTEM (6/45, 13%). No BlaCTX-Mgene was detected. Antimicrobial susceptibility testing revealed a high frequency of antimicrobial resistance: cefotaxime (100%), ceftazidime (100%), cefpodoxime (100%), co-trimoxazole (100%), tetracycline (100%), gentamycin (97.8%) and chloramphenicol (97.8%), and ciprofloxacin (95.6%). The antimicrobial resistance profile indicated that all the isolates were multidrug resistant, with each being resistant … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Y-sNCP4AAAAJ&citation_for_view=Y-sNCP4AAAAJ:2osOgNQ5qMEC
65,"<div id=""gsc_prf_in"">mumbula mulowa</div>","Staphylococcus aureus is implicated in nosocomial infections worldwide and is associated with a variety of infections such as endocarditis, food poisoning, toxic shock syndrome, septicaemia, skin and soft tissue infections, and bone infections. The emergence and spread of multi-drug resistant strains of S. aureus, particularly methicillinresistant strains, is worrisome as they are resistant to many antibiotics. However, there is sparse information on the burden of methicillin-resistant Staphylococcus aureus in Zambia. Knowledge of antimicrobial susceptibility patterns of bacterial pathogens is crucial for optimal treatment of patients. It is also important for monitoring the spread of resistant organisms in hospitals and communities. The objective of this study was to identify and determine the antimicrobial susceptibility patterns of methicillin-resistant Staphylococcus aureus at the University Teaching Hospital in Lusaka, Zambia. A total of 95 stored isolates of suspected methicillin-resistant Staphylococcus aureus from pus and blood specimens collected from June 2009 to December 2012 at the University Teaching Hospital were analysed. Conventional microbiological methods and Clinical Laboratory Standards Institute criteria were used to identify and determine the antimicrobial susceptibility of isolates. Of the 95 S. aureus isolates, 43% were identified as methicillin-resistant Staphylococcus aureus strains. These methicillinresistant Staphylococcus aureus strains were resistant to trimethoprim/sulfamethoxazole (100%), ciprofloxacin (95%), penicillin (95%), erythromycin (79%), tetracycline (76%) and gentamicin (67%). Multi-drug resistance to a …",,"Staphylococcus aureus is implicated in nosocomial infections worldwide and is associated with a variety of infections such as endocarditis, food poisoning, toxic shock syndrome, septicaemia, skin and soft tissue infections, and bone infections. The emergence and spread of multi-drug resistant strains of S. aureus, particularly methicillinresistant strains, is worrisome as they are resistant to many antibiotics. However, there is sparse information on the burden of methicillin-resistant Staphylococcus aureus in Zambia. Knowledge of antimicrobial susceptibility patterns of bacterial pathogens is crucial for optimal treatment of patients. It is also important for monitoring the spread of resistant organisms in hospitals and communities. The objective of this study was to identify and determine the antimicrobial susceptibility patterns of methicillin-resistant Staphylococcus aureus at the University Teaching Hospital in Lusaka, Zambia. A total of 95 stored isolates of suspected methicillin-resistant Staphylococcus aureus from pus and blood specimens collected from June 2009 to December 2012 at the University Teaching Hospital were analysed. Conventional microbiological methods and Clinical Laboratory Standards Institute criteria were used to identify and determine the antimicrobial susceptibility of isolates. Of the 95 S. aureus isolates, 43% were identified as methicillin-resistant Staphylococcus aureus strains. These methicillinresistant Staphylococcus aureus strains were resistant to trimethoprim/sulfamethoxazole (100%), ciprofloxacin (95%), penicillin (95%), erythromycin (79%), tetracycline (76%) and gentamicin (67%). Multi-drug resistance to a … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Y-sNCP4AAAAJ&citation_for_view=Y-sNCP4AAAAJ:9yKSN-GCB0IC
